EntryExit,Date
1,2017-10-23 04:51:33
0,2018-02-05 18:24:59
0,2017-08-31 03:39:23
0,2017-10-29 09:28:28
1,2017-10-13 09:18:09
1,2017-06-10 00:33:50
0,2017-08-26 20:47:08
1,2017-05-12 08:46:36
0,2017-11-03 14:40:19
1,2018-03-27 17:41:52
1,2017-07-13 18:50:05
0,2017-09-05 07:38:24
1,2018-01-27 22:29:30
1,2017-12-03 18:24:27
1,2017-05-01 17:29:40
0,2017-09-17 12:03:22
0,2017-11-26 14:16:23
0,2018-02-17 06:04:18
1,2017-12-10 23:48:32
1,2018-02-17 22:08:40
1,2018-04-07 20:29:31
0,2018-02-24 06:40:29
1,2017-12-12 15:11:47
0,2018-02-17 12:22:41
1,2017-10-18 04:23:09
0,2017-10-12 15:53:44
0,2018-04-17 21:45:47
1,2017-10-23 00:14:08
1,2017-12-08 11:12:06
1,2018-01-29 00:29:14
1,2017-09-13 16:21:49
0,2017-08-24 08:50:26
1,2017-09-08 13:08:19
0,2017-07-15 18:08:47
1,2017-08-05 03:14:42
1,2017-07-23 09:59:36
0,2017-11-19 12:16:13
1,2017-08-17 16:14:59
0,2017-06-30 19:53:30
1,2018-02-07 20:49:37
1,2017-10-31 03:05:48
1,2017-12-03 12:53:14
0,2018-02-11 14:05:55
1,2017-12-14 07:15:49
1,2018-03-31 01:12:48
1,2017-09-24 01:22:41
0,2017-11-23 08:48:07
0,2018-04-08 10:59:57
0,2017-08-02 13:53:57
1,2018-02-13 19:03:54
1,2017-10-24 18:15:40
0,2018-02-26 13:00:51
1,2018-03-19 23:09:59
1,2017-07-17 08:15:52
1,2017-12-22 15:03:51
0,2017-08-15 15:52:35
1,2017-09-03 10:30:50
0,2017-08-16 03:09:59
1,2017-08-11 19:22:06
1,2017-05-28 01:06:04
1,2017-09-20 00:51:20
1,2017-11-04 01:34:49
0,2017-07-08 00:41:44
0,2018-02-05 23:38:40
0,2017-11-09 16:56:42
0,2017-09-11 20:01:41
1,2017-12-15 21:24:43
0,2017-12-20 01:58:54
